architecture_type,deployment_type,communication_type,num_services,num_databases,requests_per_second,avg_payload_kb,read_write_ratio,peak_traffic_multiplier,cpu_utilization_percent,memory_utilization_percent,network_latency_ms,packet_loss_percent,avg_latency_ms,p95_latency_ms,error_rate_percent,db_connection_pool_exhausted,retry_storm_detected,circuit_breaker_open
event_driven,on_prem,async,36,1,116.44,46.69,0.43,1.03,8.15,23.23,10.03,0.69,109.28,223.63,1.59,0,0,0
microservices,hybrid,mixed,13,1,98.47,114.81,0.91,1.3,5.89,94.95,24.11,0.48,241.26,449.21,1.31,0,0,0
hybrid,cloud,sync,22,1,58.22,53.03,0.73,3.34,4.91,47.51,44.26,0.0,330.31,683.04,0.03,0,0,0
serverless,on_prem,async,17,1,128.87,63.67,0.61,2.93,7.14,49.21,2.54,2.03,132.41,210.14,5.75,0,0,0
monolith,on_prem,sync,4,1,204.28,27.46,0.74,3.36,16.08,28.06,42.07,0.0,113.27,189.51,0.23,0,0,0
event_driven,on_prem,sync,38,1,37.86,121.96,0.69,3.49,0.79,98.33,21.57,0.14,198.85,349.65,0.31,0,0,0
hybrid,cloud,sync,17,1,167.74,53.81,0.66,3.76,10.61,37.61,15.63,0.0,185.1,289.14,0.14,0,0,0
serverless,hybrid,async,25,1,103.95,134.08,0.58,3.95,6.76,100.0,21.53,0.37,213.21,354.06,1.11,0,0,0
event_driven,on_prem,async,51,3,53.28,146.08,0.61,1.26,5.12,100.0,9.12,0.85,166.06,256.0,1.9,0,0,0
hybrid,on_prem,sync,51,2,452.8,87.42,0.58,3.54,41.14,65.9,14.86,0.44,245.18,509.08,3.09,0,0,0
serverless,hybrid,mixed,22,1,87.54,43.4,0.64,3.7,4.19,32.26,17.37,0.0,146.7,274.49,0.02,0,0,0
serverless,hybrid,async,6,1,161.79,69.1,0.65,2.42,11.04,61.55,101.16,0.5,343.48,712.52,1.58,0,0,0
serverless,cloud,mixed,59,1,121.65,41.97,0.69,1.5,7.26,39.89,13.92,0.0,148.12,307.36,0.07,0,0,0
serverless,hybrid,async,14,1,194.99,113.12,0.89,1.85,18.94,90.58,76.16,0.0,327.55,511.96,0.5,0,0,0
monolith,hybrid,async,1,1,101.07,93.06,0.49,1.01,19.03,85.95,10.68,1.61,131.94,160.22,3.23,0,0,0
event_driven,hybrid,sync,26,1,121.03,82.84,0.76,3.07,14.99,62.74,18.22,0.0,171.26,267.28,0.25,0,0,0
serverless,on_prem,mixed,49,3,45.06,107.88,0.93,3.05,9.94,91.25,47.76,1.17,260.97,453.71,3.42,0,0,0
hybrid,on_prem,mixed,32,1,239.53,30.27,0.85,1.28,21.96,23.75,20.58,0.13,213.5,427.03,0.89,0,0,0
serverless,hybrid,mixed,56,4,90.74,23.62,0.61,1.56,0.0,17.77,42.01,0.63,183.5,262.25,1.76,0,0,0
monolith,cloud,sync,2,1,266.46,133.88,0.79,3.55,12.39,100.0,3.76,0.84,129.65,196.62,1.66,0,0,0
microservices,hybrid,sync,40,2,52.13,37.86,0.71,3.69,7.05,23.04,26.42,0.0,193.71,253.82,0.06,0,0,0
hybrid,on_prem,async,49,1,113.51,18.64,0.72,2.28,6.5,0.0,27.36,0.93,216.35,279.53,2.28,0,0,0
event_driven,hybrid,sync,37,2,80.34,100.92,0.77,3.39,10.95,78.06,44.73,0.25,259.14,424.83,0.68,0,0,0
hybrid,on_prem,async,37,1,301.38,14.06,0.85,2.66,35.82,22.95,17.95,0.0,219.55,315.6,1.54,0,0,0
serverless,cloud,sync,19,1,135.11,142.86,0.43,1.04,14.77,100.0,8.54,0.29,195.7,356.97,1.11,0,0,0
serverless,on_prem,sync,45,1,209.0,25.4,0.84,2.56,19.25,26.39,82.77,0.07,289.48,582.52,0.72,0,0,0
monolith,cloud,async,3,1,360.66,31.92,0.64,1.29,27.72,31.29,51.49,0.0,140.22,279.92,0.69,0,0,0
serverless,cloud,sync,47,2,419.84,49.27,0.9,3.54,31.99,40.14,19.43,0.0,190.25,379.89,1.43,0,0,0
event_driven,cloud,mixed,34,2,232.88,86.62,0.44,3.2,23.93,72.44,115.9,1.03,483.7,803.12,2.89,0,0,0
serverless,hybrid,async,17,1,108.93,88.95,0.87,2.13,7.19,77.54,5.36,1.76,161.47,295.31,4.99,0,0,0
monolith,hybrid,mixed,3,1,89.05,100.52,0.81,3.86,5.73,81.37,27.74,0.0,130.44,175.13,0.03,0,0,0
monolith,on_prem,sync,2,1,68.45,114.7,0.85,1.95,8.78,99.68,24.6,0.15,146.41,196.25,0.34,0,0,0
serverless,hybrid,async,7,1,219.79,129.18,0.7,1.71,12.39,100.0,2.55,0.26,180.99,288.45,0.96,0,0,0
monolith,on_prem,mixed,2,1,76.31,6.19,0.93,2.49,6.58,5.63,27.2,1.26,74.22,113.41,2.3,0,0,0
hybrid,hybrid,sync,43,1,178.35,122.57,0.51,2.0,20.59,100.0,46.08,1.31,401.14,648.5,3.65,0,0,0
hybrid,cloud,mixed,44,3,54.99,44.81,0.92,1.93,7.9,38.97,27.41,0.0,242.24,327.57,0.07,0,0,0
hybrid,hybrid,sync,25,1,55.35,39.97,0.84,2.96,15.85,35.59,53.32,0.62,377.94,515.62,1.79,0,0,0
microservices,hybrid,async,10,1,333.16,121.56,0.43,2.72,32.59,100.0,18.81,0.92,257.67,537.63,3.77,0,0,0
serverless,hybrid,async,47,3,221.47,148.55,0.8,3.25,14.88,100.0,10.92,0.02,200.58,410.82,0.37,0,0,0
hybrid,hybrid,sync,24,1,41.17,72.53,0.53,2.98,2.12,53.85,2.85,0.48,126.15,203.47,1.16,0,0,0
hybrid,on_prem,sync,7,1,106.56,95.52,0.75,1.97,11.2,78.74,9.1,0.67,186.34,385.9,1.76,0,0,0
event_driven,hybrid,async,44,2,95.17,18.55,0.84,2.48,7.96,14.76,15.24,0.0,119.24,169.5,0.07,0,0,0
serverless,cloud,sync,14,1,125.97,3.02,0.68,3.54,6.35,17.59,0.93,0.92,105.64,208.5,2.65,0,0,0
monolith,cloud,async,2,1,212.16,23.38,0.78,3.17,16.6,13.17,6.23,0.0,68.28,134.36,0.25,0,0,0
hybrid,hybrid,sync,52,1,101.77,128.79,0.81,1.46,1.83,100.0,2.85,1.11,165.47,267.94,2.66,0,0,0
serverless,hybrid,mixed,51,4,275.32,39.9,0.42,2.16,30.44,37.83,7.42,0.35,162.24,217.77,2.28,0,0,0
monolith,on_prem,async,1,1,113.47,50.05,0.78,2.31,7.93,46.66,29.28,0.68,105.37,166.09,1.28,0,0,0
event_driven,cloud,async,19,1,117.37,5.89,0.52,3.83,23.51,0.0,50.39,0.0,235.42,313.04,0.61,0,0,0
event_driven,on_prem,async,52,3,129.1,89.42,0.66,2.63,10.64,69.64,9.47,0.91,145.86,175.14,2.12,0,0,0
microservices,hybrid,async,31,2,83.26,93.12,0.62,3.13,11.78,73.48,28.3,0.26,245.13,409.47,0.86,0,0,0
microservices,hybrid,async,33,1,261.9,17.48,0.44,2.5,13.34,18.39,36.61,0.0,237.91,291.0,0.23,0,0,0
hybrid,cloud,mixed,32,2,77.47,106.99,0.92,1.63,4.64,86.92,58.85,0.0,435.88,543.25,0.03,0,0,0
microservices,cloud,mixed,33,1,132.82,92.39,0.67,2.17,9.24,73.95,20.06,0.88,209.89,299.12,2.39,0,0,0
hybrid,on_prem,sync,5,1,158.59,89.55,0.42,3.88,19.03,75.52,15.0,0.59,222.22,287.78,1.86,0,0,0
serverless,hybrid,async,44,3,129.66,71.8,0.92,1.22,16.11,42.2,20.55,0.49,172.69,252.95,1.72,0,0,0
hybrid,hybrid,mixed,58,3,90.69,51.88,0.54,2.1,4.34,37.34,12.79,0.0,164.76,222.06,0.02,0,0,0
event_driven,cloud,mixed,15,1,204.3,8.62,0.61,2.4,1.61,3.36,45.78,0.73,199.37,380.75,1.61,0,0,0
microservices,hybrid,sync,51,1,158.0,40.05,0.89,2.09,10.39,35.32,57.79,0.0,331.15,687.9,0.14,0,0,0
serverless,hybrid,sync,25,1,154.35,19.68,0.9,3.1,7.98,22.84,22.74,0.4,154.25,277.85,1.2,0,0,0
hybrid,hybrid,sync,9,1,130.3,35.36,0.77,2.39,5.52,33.0,70.71,0.0,452.18,711.57,0.04,0,0,0
monolith,on_prem,async,3,1,193.62,92.26,0.88,1.27,12.64,78.1,88.45,0.0,195.29,245.76,0.14,0,0,0
monolith,cloud,async,4,1,221.21,24.4,0.87,2.39,12.63,16.91,7.73,0.0,67.48,135.98,0.14,0,0,0
event_driven,on_prem,async,11,1,125.04,51.39,0.5,3.72,11.67,44.66,15.97,0.69,146.32,248.44,1.67,0,0,0
event_driven,cloud,mixed,17,1,165.13,99.12,0.66,3.5,18.09,75.08,66.97,0.21,331.58,406.89,0.82,0,0,0
monolith,cloud,async,3,1,216.55,118.47,0.78,2.96,22.79,100.0,71.97,0.87,210.62,260.22,2.03,0,0,0
monolith,hybrid,mixed,4,1,125.09,80.58,0.49,3.99,15.86,65.61,17.08,0.05,117.06,155.95,0.31,0,0,0
monolith,on_prem,mixed,2,1,166.48,50.15,0.63,3.57,11.39,45.73,7.13,0.0,86.05,117.67,0.12,0,0,0
serverless,hybrid,async,14,1,167.93,10.06,0.95,2.82,13.59,5.74,12.29,0.08,128.91,249.95,0.48,0,0,0
event_driven,on_prem,mixed,39,1,594.45,23.4,0.94,1.58,46.53,10.88,43.39,0.0,254.33,533.53,2.38,0,0,0
microservices,on_prem,async,23,1,206.21,64.89,0.76,3.82,13.28,52.45,4.66,0.21,134.9,169.93,0.76,0,0,0
monolith,on_prem,sync,1,1,116.25,7.92,0.87,1.83,5.46,2.55,0.95,1.52,45.5,79.9,2.76,0,0,0
event_driven,hybrid,async,43,1,132.77,13.17,0.64,2.55,13.5,0.0,47.85,0.49,215.33,325.72,1.29,0,0,0
event_driven,on_prem,sync,50,1,115.57,70.37,0.63,1.75,15.89,47.43,15.77,0.41,152.68,269.36,1.18,0,0,0
event_driven,on_prem,sync,38,2,92.19,112.1,0.72,3.83,15.16,86.17,44.05,0.58,268.89,535.34,1.54,0,0,0
monolith,hybrid,mixed,4,1,98.19,29.1,0.63,2.01,9.37,10.43,32.9,0.05,85.23,173.15,0.17,0,0,0
serverless,hybrid,async,50,4,265.0,80.84,0.45,3.68,23.8,68.49,75.49,0.18,313.47,510.08,1.31,0,0,0
event_driven,cloud,mixed,54,4,427.59,106.49,0.44,1.88,41.14,82.63,2.18,0.0,176.67,344.07,1.86,0,0,0
microservices,hybrid,sync,20,1,300.2,10.25,0.49,3.96,33.47,4.76,35.47,1.42,252.19,428.64,5.15,0,0,0
hybrid,cloud,mixed,46,1,267.22,21.96,0.77,2.47,20.98,10.84,16.34,0.0,182.83,250.89,0.53,0,0,0
monolith,on_prem,async,1,1,578.58,107.34,0.85,2.28,51.66,94.04,42.44,0.0,219.93,337.97,2.4,0,0,0
microservices,cloud,async,33,1,420.48,70.61,0.83,3.96,34.7,52.63,2.64,1.19,155.66,241.12,4.66,0,0,0
hybrid,hybrid,sync,17,1,387.29,39.83,0.67,3.06,30.48,47.26,23.42,0.0,256.73,525.12,1.11,0,0,0
hybrid,cloud,mixed,21,1,38.34,109.33,0.51,1.66,0.0,89.89,26.42,1.6,273.4,468.88,3.84,0,0,0
event_driven,cloud,mixed,32,1,239.13,59.82,0.75,3.79,18.26,52.18,2.05,0.55,118.14,222.04,1.57,0,0,0
serverless,hybrid,mixed,13,1,518.77,75.99,0.48,2.45,40.42,70.93,25.65,0.0,240.24,341.88,2.29,0,0,0
hybrid,hybrid,sync,37,2,277.6,129.23,0.56,2.14,24.68,100.0,74.77,0.0,550.04,969.27,0.73,0,0,0
event_driven,on_prem,sync,20,1,196.15,130.15,0.45,1.84,17.95,89.81,20.0,0.0,203.31,415.54,0.35,0,0,0
serverless,cloud,sync,58,2,104.16,28.07,0.94,2.72,7.57,30.0,27.51,0.6,168.35,343.03,1.75,0,0,0
serverless,on_prem,async,33,1,125.13,48.89,0.53,3.22,8.18,41.03,235.39,0.0,592.81,1217.88,0.09,0,0,0
hybrid,hybrid,mixed,58,2,97.55,35.77,0.78,1.34,13.82,31.2,60.44,0.14,408.0,827.7,0.58,0,0,0
hybrid,hybrid,async,39,1,90.02,18.75,0.52,1.43,2.4,25.76,90.84,0.09,545.23,1000.59,0.23,0,0,0
monolith,on_prem,sync,4,1,332.41,7.81,0.94,3.99,25.19,1.0,6.48,0.0,73.31,126.15,0.57,0,0,0
event_driven,on_prem,sync,25,1,106.33,79.55,0.64,3.62,4.24,63.3,25.34,0.0,182.17,234.79,0.02,0,0,0
hybrid,cloud,async,35,2,188.8,61.82,0.68,3.05,18.88,52.22,36.33,0.74,309.43,426.52,2.2,0,0,0
hybrid,cloud,sync,7,1,216.3,98.46,0.57,3.98,29.69,80.18,10.95,0.61,220.42,278.45,2.52,0,0,0
event_driven,on_prem,mixed,50,1,152.95,91.71,0.6,3.29,4.27,81.93,20.32,0.26,182.94,320.38,0.6,0,0,0
hybrid,on_prem,async,54,3,1373.76,134.75,0.44,1.24,100.0,100.0,87.17,0.07,745.45,988.64,12.16,1,0,0
monolith,on_prem,sync,3,1,98.55,54.9,0.86,2.43,3.04,55.61,30.43,0.54,109.39,221.24,0.97,0,0,0
microservices,hybrid,mixed,20,1,125.6,36.37,0.7,1.21,10.22,32.63,31.44,0.42,223.63,455.21,1.22,0,0,0
monolith,cloud,async,1,1,157.55,115.03,0.81,2.51,6.8,93.68,96.28,0.0,210.78,280.33,0.04,0,0,0
monolith,hybrid,sync,3,1,190.36,95.02,0.65,2.88,16.48,75.27,100.35,0.5,209.21,403.07,1.14,0,0,0
hybrid,hybrid,mixed,48,2,134.86,61.08,0.81,3.64,9.97,40.37,52.82,0.73,372.42,635.53,1.87,0,0,0
event_driven,on_prem,sync,43,2,68.28,118.03,0.86,2.08,5.94,97.31,7.29,0.94,158.86,280.14,2.11,0,0,0
monolith,hybrid,mixed,1,1,229.81,118.78,0.42,2.16,20.66,100.0,35.9,0.0,171.75,235.78,0.38,0,0,0
microservices,on_prem,mixed,58,4,90.85,8.42,0.85,1.97,10.48,13.86,8.4,0.47,119.1,241.41,1.37,0,0,0
microservices,on_prem,async,53,1,409.2,29.13,0.68,1.03,34.47,21.21,0.38,0.0,123.13,186.74,1.54,0,0,0
hybrid,hybrid,mixed,46,2,143.63,4.1,0.92,1.25,17.85,1.17,9.89,0.0,141.77,255.84,0.38,0,0,0
event_driven,on_prem,sync,26,1,206.63,7.65,0.41,1.85,31.17,0.05,2.14,0.67,101.41,177.11,2.55,0,0,0
monolith,hybrid,async,4,1,58.38,35.94,0.43,3.06,6.24,34.65,60.14,1.51,125.58,192.85,2.75,0,0,0
serverless,cloud,async,39,2,101.63,143.87,0.86,2.05,6.74,100.0,5.16,0.42,180.46,240.23,1.23,0,0,0
serverless,hybrid,async,15,1,93.68,137.07,0.87,1.3,13.39,100.0,15.76,0.79,208.54,299.0,2.47,0,0,0
event_driven,hybrid,mixed,37,2,211.47,95.32,0.89,3.33,23.56,87.29,19.55,0.41,206.99,278.05,1.51,0,0,0
microservices,cloud,mixed,20,1,113.7,137.74,0.64,2.83,9.26,100.0,57.91,0.11,384.22,514.45,0.4,0,0,0
microservices,on_prem,sync,13,1,89.92,110.07,0.47,1.56,11.24,88.11,39.88,0.28,303.55,430.8,0.89,0,0,0
monolith,cloud,sync,3,1,101.26,64.45,0.61,2.52,15.64,47.42,7.77,0.99,92.83,114.24,1.99,0,0,0
event_driven,hybrid,sync,18,1,66.92,9.16,0.89,1.1,4.99,0.0,4.55,0.4,76.88,93.69,0.9,0,0,0
hybrid,cloud,sync,19,1,279.83,80.3,0.71,1.49,31.81,71.02,51.73,0.55,419.55,750.81,2.53,0,0,0
event_driven,hybrid,async,19,1,205.79,135.64,0.69,1.36,19.31,100.0,63.93,0.0,345.94,519.9,0.41,0,0,0
event_driven,cloud,async,37,1,113.85,74.43,0.74,1.88,1.99,69.42,32.77,0.49,207.91,288.68,1.08,0,0,0
hybrid,on_prem,async,16,1,424.33,140.36,0.83,1.45,37.54,100.0,138.72,0.81,888.53,1810.27,3.63,0,0,0
hybrid,hybrid,mixed,45,1,69.34,7.61,0.41,1.05,0.0,7.44,7.49,0.77,115.77,224.42,1.85,0,0,0
serverless,on_prem,mixed,37,2,481.92,48.12,0.64,1.44,36.65,32.97,63.04,1.24,279.18,407.65,5.35,0,0,0
microservices,hybrid,async,39,2,62.88,63.56,0.59,2.82,7.34,53.28,12.26,0.72,159.77,194.38,1.94,0,0,0
monolith,on_prem,mixed,2,1,98.67,81.82,0.58,3.16,11.04,75.96,64.97,0.94,168.23,320.1,1.81,0,0,0
monolith,cloud,mixed,3,1,84.49,147.77,0.51,1.83,5.7,100.0,35.78,0.0,154.98,247.25,0.03,0,0,0
serverless,on_prem,async,30,1,114.09,51.63,0.77,1.27,2.54,40.47,22.37,0.31,161.54,301.07,0.87,0,0,0
hybrid,on_prem,mixed,17,1,395.51,149.87,0.83,2.88,27.13,100.0,22.95,0.0,294.29,530.1,0.88,0,0,0
hybrid,hybrid,async,35,1,233.79,62.33,0.92,1.31,28.48,61.33,97.35,0.0,634.79,1159.21,0.97,0,0,0
hybrid,on_prem,mixed,54,3,76.17,8.57,0.87,2.62,5.49,15.5,9.96,0.98,136.52,253.23,2.39,0,0,0
hybrid,on_prem,mixed,15,1,256.57,116.38,0.49,2.92,16.71,91.35,65.44,0.52,485.35,831.67,1.58,0,0,0
hybrid,on_prem,async,38,2,220.76,124.89,0.69,3.21,26.52,96.28,10.28,0.57,226.77,444.84,2.22,0,0,0
hybrid,hybrid,sync,5,1,112.89,138.4,0.44,3.37,12.88,100.0,3.86,0.58,180.72,375.86,1.58,0,0,0
microservices,on_prem,async,35,1,126.74,91.09,0.88,1.32,18.64,67.87,10.05,0.22,175.46,326.87,1.02,0,0,0
serverless,cloud,async,48,2,76.54,29.07,0.51,3.72,0.0,34.84,131.94,0.12,375.15,456.8,0.33,0,0,0
event_driven,hybrid,async,38,2,143.03,143.86,0.77,1.4,3.25,100.0,7.22,0.0,158.88,267.03,0.01,0,0,0
serverless,on_prem,sync,25,1,454.37,87.6,0.93,2.62,41.54,66.02,3.29,0.5,193.17,264.94,3.82,0,0,0
serverless,on_prem,sync,22,1,131.07,111.84,0.66,1.55,12.81,78.1,5.27,0.0,167.56,284.35,0.23,0,0,0
microservices,on_prem,sync,6,1,271.14,60.89,0.78,1.34,32.13,46.98,3.06,0.52,149.08,248.62,2.7,0,0,0
hybrid,cloud,sync,31,1,295.17,116.8,0.51,2.52,36.06,97.05,4.98,0.1,214.9,412.37,1.81,0,0,0
event_driven,hybrid,async,45,1,191.34,54.28,0.65,3.44,15.48,45.3,7.82,1.08,126.68,220.24,2.65,0,0,0
hybrid,on_prem,async,40,3,84.99,32.98,0.68,1.24,12.4,37.68,7.53,0.32,146.55,298.91,0.96,0,0,0
serverless,hybrid,sync,44,2,104.07,6.11,0.93,2.28,10.01,2.11,3.8,0.24,106.32,217.57,0.82,0,0,0
serverless,on_prem,async,6,1,125.82,106.98,0.41,2.9,0.0,89.49,6.74,0.0,169.43,337.41,0.0,0,0,0
serverless,hybrid,sync,46,2,65.21,87.39,0.47,3.46,4.41,65.28,3.6,0.63,145.12,210.93,1.8,0,0,0
serverless,cloud,async,25,1,48.71,147.87,0.45,1.81,0.0,100.0,26.33,0.95,218.02,271.11,2.66,0,0,0
hybrid,cloud,async,48,3,485.97,72.96,0.73,1.41,44.33,68.52,7.71,0.12,216.72,264.0,2.65,0,0,0
serverless,hybrid,sync,50,2,157.0,111.11,0.81,2.93,10.48,86.19,65.5,1.28,292.53,499.83,3.72,0,0,0
event_driven,cloud,mixed,16,1,153.01,116.96,0.52,2.11,10.61,96.99,53.8,0.0,302.67,441.17,0.12,0,0,0
serverless,hybrid,sync,44,3,108.01,89.71,0.45,2.4,15.17,76.0,19.53,0.0,197.0,384.13,0.32,0,0,0
serverless,cloud,sync,55,1,173.39,113.88,0.44,2.01,18.28,95.52,12.16,0.15,203.13,400.05,0.88,0,0,0
monolith,on_prem,sync,1,1,34.32,112.69,0.76,1.06,2.33,100.0,7.05,0.31,123.6,149.32,0.56,0,0,0
event_driven,cloud,async,5,1,518.36,77.3,0.76,3.37,50.48,68.72,68.64,0.77,379.46,594.07,4.51,0,0,0
microservices,on_prem,mixed,53,4,56.2,32.21,0.45,1.79,1.76,22.18,24.62,0.19,181.68,257.36,0.51,0,0,0
serverless,hybrid,async,49,1,25.56,74.11,0.6,2.8,0.0,66.5,128.55,0.0,393.28,538.64,0.0,0,0,0
microservices,hybrid,sync,42,2,39.26,76.81,0.85,1.64,0.0,67.82,47.66,1.94,307.92,597.97,5.04,0,0,0
microservices,hybrid,async,5,1,138.64,45.23,0.63,3.6,9.58,34.79,74.26,0.54,395.82,720.93,1.53,0,0,0
hybrid,on_prem,async,46,3,216.02,98.1,0.84,1.91,19.42,81.76,33.78,0.85,321.98,651.33,2.49,0,0,0
microservices,on_prem,sync,15,1,576.13,10.49,0.91,2.57,59.91,8.31,8.15,0.0,188.21,360.94,4.67,0,0,0
hybrid,cloud,mixed,30,2,161.92,25.67,0.65,3.48,16.17,28.48,52.27,0.0,367.97,524.29,0.31,0,0,0
microservices,on_prem,sync,14,1,394.08,117.38,0.41,3.41,35.65,92.99,20.31,0.06,261.96,500.62,1.81,0,0,0
microservices,hybrid,async,37,1,209.16,24.72,0.5,2.41,5.5,35.47,55.47,1.07,317.25,625.51,2.83,0,0,0
hybrid,hybrid,sync,33,2,129.31,9.98,0.46,1.8,7.73,20.79,114.87,1.87,666.5,955.72,4.56,0,0,0
microservices,on_prem,async,34,2,524.21,102.66,0.92,3.63,38.54,93.68,47.26,0.0,374.82,567.78,1.93,0,0,0
monolith,on_prem,async,3,1,237.6,131.4,0.47,2.23,18.17,100.0,29.81,0.19,162.52,202.14,0.64,0,0,0
hybrid,cloud,async,33,1,260.16,50.79,0.79,2.94,26.59,48.05,84.66,0.34,558.01,760.55,1.66,0,0,0
monolith,on_prem,sync,1,1,180.02,86.38,0.87,3.35,6.99,59.34,26.65,1.39,111.94,216.54,2.55,0,0,0
hybrid,hybrid,mixed,26,1,136.97,86.0,0.5,1.25,13.41,64.81,26.56,0.56,264.24,357.07,1.56,0,0,0
serverless,cloud,async,18,1,174.71,18.18,0.91,3.03,12.26,0.0,17.49,0.0,135.38,171.02,0.21,0,0,0
monolith,hybrid,sync,2,1,105.53,123.04,0.6,1.35,11.97,100.0,8.3,0.37,133.74,235.03,0.8,0,0,0
serverless,cloud,mixed,6,1,135.06,140.24,0.54,3.35,12.43,100.0,21.06,0.87,218.07,394.86,2.67,0,0,0
serverless,hybrid,sync,11,1,187.68,143.51,0.89,3.53,19.57,100.0,56.38,1.32,297.22,393.54,4.24,0,0,0
event_driven,on_prem,async,39,2,205.79,14.73,0.67,1.98,12.58,17.19,0.62,0.15,81.73,114.42,0.51,0,0,0
microservices,hybrid,async,22,1,291.13,60.43,0.82,3.66,18.47,37.75,22.36,0.0,200.58,349.38,0.44,0,0,0
microservices,cloud,sync,35,2,242.85,32.98,0.62,1.67,29.82,19.07,32.09,0.99,241.69,485.11,3.72,0,0,0
monolith,on_prem,mixed,3,1,149.15,80.85,0.44,3.5,16.35,71.47,25.3,0.12,130.78,186.83,0.45,0,0,0
monolith,cloud,async,4,1,62.24,78.06,0.7,3.09,5.56,68.77,20.71,0.34,112.51,181.05,0.64,0,0,0
hybrid,cloud,async,26,1,591.27,50.88,0.47,1.98,47.67,43.78,25.77,1.04,292.62,584.69,5.22,0,0,0
serverless,cloud,sync,18,1,240.34,148.74,0.54,3.78,17.63,100.0,24.33,0.36,230.7,308.21,1.44,0,0,0
microservices,cloud,async,18,1,109.69,30.51,0.48,2.13,10.12,45.9,16.06,0.25,171.96,318.56,0.78,0,0,0
serverless,hybrid,sync,47,3,50.59,70.56,0.64,2.14,12.2,66.08,42.97,0.0,232.11,421.0,0.21,0,0,0
serverless,cloud,mixed,10,1,248.46,106.88,0.65,2.06,21.67,88.22,8.94,0.0,194.54,287.75,0.66,0,0,0
hybrid,cloud,async,46,2,115.0,51.26,0.71,1.95,4.67,34.22,17.0,0.0,183.77,322.72,0.03,0,0,0
monolith,hybrid,async,3,1,205.94,48.01,0.47,1.02,18.05,33.18,12.4,0.58,89.65,130.46,1.34,0,0,0
monolith,hybrid,async,2,1,246.17,116.92,0.54,1.09,19.26,96.35,19.67,0.25,150.45,264.13,0.79,0,0,0
monolith,cloud,sync,2,1,78.24,142.22,0.54,2.05,12.81,100.0,14.6,0.08,140.97,281.03,0.3,0,0,0
microservices,cloud,async,57,3,273.2,142.54,0.75,1.47,24.0,100.0,32.72,0.12,301.14,566.97,1.07,0,0,0
event_driven,hybrid,mixed,23,1,234.04,40.22,0.41,1.11,10.22,40.67,52.54,0.19,251.43,465.3,0.52,0,0,0
monolith,cloud,mixed,3,1,56.88,146.23,0.67,3.01,5.13,100.0,11.76,0.0,130.47,248.96,0.02,0,0,0
hybrid,cloud,mixed,56,2,192.69,63.24,0.78,2.96,13.8,50.82,32.29,0.13,282.02,398.87,0.54,0,0,0
monolith,cloud,sync,3,1,67.71,121.56,0.61,2.34,4.14,95.63,0.84,0.56,114.79,198.72,1.02,0,0,0
microservices,on_prem,mixed,47,3,982.18,141.64,0.94,3.31,76.86,100.0,76.99,1.26,566.4,973.87,10.95,0,0,0
monolith,hybrid,sync,3,1,156.41,70.41,0.9,3.61,9.15,63.07,0.74,0.0,91.2,165.95,0.08,0,0,0
serverless,on_prem,mixed,8,1,125.82,106.88,0.74,1.55,0.0,85.76,27.75,1.31,208.18,282.88,3.65,0,0,0
microservices,hybrid,async,50,1,90.47,91.28,0.6,2.93,4.24,79.87,34.35,0.0,267.55,398.83,0.02,0,0,0
serverless,on_prem,mixed,20,1,79.27,94.0,0.93,2.56,9.04,86.36,1.97,0.0,164.13,308.16,0.11,0,0,0
monolith,cloud,mixed,3,1,86.34,85.07,0.44,3.84,0.0,68.03,10.71,0.0,98.17,150.69,0.0,0,0,0
hybrid,cloud,async,27,1,193.31,122.14,0.68,3.81,14.79,100.0,95.69,0.78,642.1,812.45,2.13,0,0,0
serverless,hybrid,sync,19,1,102.41,42.98,0.71,3.52,8.07,39.36,35.1,0.37,190.85,230.15,1.13,0,0,0
hybrid,hybrid,async,20,1,60.75,85.05,0.87,1.25,0.46,71.13,3.34,0.0,141.9,186.62,0.0,0,0,0
serverless,hybrid,async,36,1,157.56,60.08,0.45,3.16,8.99,43.57,93.64,0.77,312.05,592.91,2.27,0,0,0
serverless,on_prem,sync,32,2,67.87,112.78,0.8,3.18,5.48,86.1,14.61,1.2,185.85,336.78,3.41,0,0,0
microservices,on_prem,sync,25,1,117.63,121.79,0.57,1.15,7.52,100.0,34.03,0.0,286.97,531.92,0.07,0,0,0
monolith,on_prem,async,2,1,407.87,8.89,0.5,1.23,32.13,2.62,21.97,0.22,99.32,149.24,1.33,0,0,0
serverless,cloud,mixed,8,1,270.24,148.73,0.65,1.35,19.44,100.0,44.11,0.0,272.51,357.0,0.53,0,0,0
microservices,cloud,async,17,1,601.41,134.11,0.92,3.45,47.71,100.0,76.35,0.0,511.61,767.78,2.96,0,0,0
hybrid,cloud,async,39,2,98.06,74.58,0.93,3.86,0.0,61.32,39.83,0.19,316.07,521.2,0.46,0,0,0
monolith,hybrid,async,2,1,24.22,37.63,0.93,1.05,0.0,28.51,22.71,0.49,79.42,123.12,0.88,0,0,0
monolith,cloud,mixed,3,1,322.29,129.25,0.66,1.96,30.24,100.0,28.11,0.06,177.1,240.69,0.94,0,0,0
event_driven,on_prem,mixed,53,3,334.42,29.9,0.83,1.28,25.24,30.64,44.81,0.04,239.25,413.77,0.78,0,0,0
